,Unnamed: 0.1,Unnamed: 0,RankingList,Filename,index,Role,Standardized Role,job_function,Company,min_salary,max_salary,other_compensation,degree_level,field_of_study,certifications_training,skill,description,learning_objective,confidence,cluster,hierarchy,isSpecialized,type,isBusiness,combined,new_embeds,predicted_cluster,cluster_label,IQ_INDUSTRY_CLASSIFICATION,IQ_INDUSTRY_GROUP,Overall % from Aspirations,Industry Count,Industry Importance,Impact score,Personal Growth score,Leadership Development score,Challenges score,Overall % from Motivations,Normalized Overall % from Aspirations,Normaized Industry Importance,Normalized Overall % from Motivations,Combined Normalized Overall % from Aspirations and Motivations,Combined Normalized Industry Importance and Overall % from Motivations,Open Positions,Mean Industry Importance Score
34,34,34,Companies In India,job_result_4_93.txt,34,JSW Steel - Assistant/Deputy Manager - Ethics (5-7 yrs),Ethics Investigator,Investigations,JSW Steel Ltd,50000,70000,Benefits package,Bachelor's,Any,,Investigation Techniques,Knowledge of investigative methods and procedures.,Apply investigative techniques to gather evidence.,0.9,Investigation Skills,Root,1.0,Must_Have,0,Role: Ethics Investigator; Skills: Investigation Techniques; Learning Objectives: Apply investigative techniques to gather evidence,"[-0.00825708 -0.00830043  0.00517366 ... -0.01135382 -0.00369307
 -0.02266132]",0,Business Analytics,Materials,Materials,0.054900000000000004,146,8.015400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0319094665601034,0.0,0.0,0.0319094665601034,4,0.0319094665601034
35,35,35,Companies In India,job_result_2_93.txt,35,JSW Steel - Deputy General Manager - Analytics/Financial...,Deputy General Manager Analytics/Financial,Finance,JSW Steel Ltd,Not specified,Not specified,Not specified,CA/MBA,Finance,Not specified,Financial Reporting,Knowledge of financial reporting principles and regulations,Prepare accurate financial reports,0.9,Financial Analysis,Financial Reporting,1.0,Implied,1,Role: Deputy General Manager Analytics/Financial; Skills: Financial Reporting; Learning Objectives: Prepare accurate financial reports,"[-0.01871791 -0.01552053  0.00411564 ... -0.0092566  -0.00018057
  0.0095068 ]",3,Corporate and Project Finance,Materials,Materials,0.054900000000000004,146,8.015400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0319094665601034,0.0,0.0,0.0319094665601034,4,0.0319094665601034
36,36,36,Companies In India,job_result_1_92.txt,36,"CMC Vellore Recruitment: Veterinary Officer, GM Officer",Veterinary Officer,Operations,CMC,"Rs.32,870","Rs.50,000",Benefits and bonuses,"B.Sc, BVSc, MBA","Veterinary Science, Business Administration",Veterinary Council of India certification,Pharmacology,Knowledge of pharmacological principles,Apply pharmacological principles,0.6,Veterinary Skills,Veterinary Officer,1.0,Nice_to_Have,1,Role: Veterinary Officer; Skills: Pharmacology; Learning Objectives: Apply pharmacological principles,"[-0.01621108  0.00399204  0.00909413 ... -0.01273099  0.00259756
 -0.01236274]",8,Corporate Strategy,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0
37,37,37,Companies In India,job_result_9_50.txt,37,Territory Sales Manager- Operations,Territory Sales Manager Operations,Sales & Marketing,Nayara Energy,50000,80000,"Bonuses, stock options, and benefits",Bachelor's,Marketing Management,Relevant certifications or training programs,Sales Planning,Developing and implementing sales plans to achieve targets.,"Given a sales target, create a sales plan to achieve it.",0.9,Sales,Planning,1.0,Must_Have,1,"Role: Territory Sales Manager Operations; Skills: Sales Planning; Learning Objectives: Given a sales target, create a sales plan to achieve it","[-0.02091241 -0.01476398  0.01372259 ...  0.00442357 -0.0044042
 -0.01487323]",5,Business Development,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
38,38,38,Companies In India,job_result_7_60.txt,38,Lead Consultant - Audit - Manufacturing/Commodity Sector (5-8 yrs),Lead Consultant Audit Manufacturing/Commodity Sector,Audit,Nayara Energy,Not specified,Not specified,Not specified,Bachelor's or Master's,"CA, Engineer, MBA",Not specified,Data Analysis,Perform advanced data analysis for audit purposes,"Given audit data, perform advanced analysis",0.7,Technical Skills,Data Analysis > Technical Skills,1.0,Nice_to_Have,1,"Role: Lead Consultant Audit Manufacturing/Commodity Sector; Skills: Data Analysis; Learning Objectives: Given audit data, perform advanced analysis","[ 0.01148549 -0.01430889 -0.01051922 ...  0.01470019 -0.0045299
 -0.0119    ]",3,Corporate and Project Finance,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.4335,0.0,0.108375,0.31489932885906036,0.05337055962725527,0.46961325966850825,0.7845125885275686,0.5229838192957635,44,0.07471661688491472
39,39,39,Companies In India,job_result_8_70.txt,39,"Manager-Treasury (Investments, Cash and Bank Operations)","Manager Treasury (Investments, Cash and Bank Operations)",Finance,Nayara Energy,80000,120000,"Bonuses, Stock Options, Benefits",Bachelor's,"Finance, Accounting, Economics","CFA, CAIA, Treasury Certification",Problem-Solving,Ability to analyze problems and develop effective solutions.,Develop solutions to complex financial problems.,0.6,Analytical Skills,Problem-Solving > Financial Modeling,0.0,Implied,1,"Role: Manager Treasury (Investments, Cash and Bank Operations); Skills: Problem-Solving; Learning Objectives: Develop solutions to complex financial problems","[-0.0266744  -0.0352189   0.00709048 ... -0.00337627  0.00565315
 -0.01084253]",3,Corporate and Project Finance,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
40,40,40,Companies In India,job_result_5_60.txt,40,Senior Manager - Internal Communications,Senior Manager Internal Communications,General management / Strategic,Nayara Energy,Not specified,Not specified,Not specified,MBA/Masters,Event Management / Digital Marketing / Social Media,Not specified,Team Management,Partner with cross-functional teams to drive employee recognition and reward programs.,Develop team management skills for cross-functional collaboration.,0.6,Leadership Skills,Root,0.0,Implied,1,Role: Senior Manager Internal Communications; Skills: Team Management; Learning Objectives: Develop team management skills for cross-functional collaboration,"[-0.02672421 -0.00938733  0.00765711 ... -0.00282103 -0.01697345
 -0.0206009 ]",4,Marketing and Sales,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
41,41,41,Companies In India,job_result_8_80.txt,41,Depot Manager,Depot Manager,Operations,Nayara Energy,50000,80000,Bonuses and benefits,Bachelor's,Engineering,Relevant certifications,Leadership Skills,Ability to lead teams,Motivate team members,0.8,Management Skills,Operations Management,0.0,Nice_to_Have,0,Role: Depot Manager; Skills: Leadership Skills; Learning Objectives: Motivate team members,"[-0.02171305 -0.01178666  0.01518954 ... -0.00711606 -0.00322427
 -0.00337272]",10,Operational Excellence,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
42,42,42,Companies In India,job_result_2_90.txt,42,Manager - Project Control & Contracts Management,Manager Project Control & Contracts Management,Project Management,Nayara Energy,60000,80000,Benefits package,Bachelor's,Business Administration,PMP certification,Team Collaboration,Work effectively in a team environment,Develop team collaboration skills,0.7,Soft Skills,Child,0.0,Implied,1,Role: Manager Project Control & Contracts Management; Skills: Team Collaboration; Learning Objectives: Develop team collaboration skills,"[-0.01177679 -0.0172815   0.00800146 ... -0.00208234  0.00883679
 -0.00943558]",7,Engineering Leadership,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
43,43,43,Companies In India,job_result_7_70.txt,43,Brand Specialist,Brand Specialist,Sales & Marketing,Nayara Energy,50000,70000,Bonuses and benefits,Bachelor's,Marketing or Business,,Competitor Analysis,Analyzing competitors to identify market gaps,"Given a market, analyze competitors to identify market gaps",0.5,Analytics,Market Analysis,0.0,Implied,1,"Role: Brand Specialist; Skills: Competitor Analysis; Learning Objectives: Given a market, analyze competitors to identify market gaps","[-0.02952965 -0.00510995  0.0025968  ... -0.00697687 -0.01113959
 -0.01707241]",4,Marketing and Sales,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
44,44,44,Companies In India,job_result_1_36.txt,44,Territory Sales Manager- Operations,Territory Sales Manager Operations,Sales & Marketing,Nayara Energy,50000,70000,Bonuses and stock options,Bachelor's,Marketing Management,Relevant industry certifications,Sales Planning,Developing sales strategies and plans to achieve targets.,"Given sales data, create a sales plan to meet targets.",0.9,Sales Skills,Root > Sales Skills > Sales Planning,1.0,Must_Have,1,"Role: Territory Sales Manager Operations; Skills: Sales Planning; Learning Objectives: Given sales data, create a sales plan to meet targets","[-0.02168972 -0.01509732  0.00685927 ...  0.00616978 -0.00924077
 -0.0120364 ]",5,Business Development,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
45,45,45,Companies In India,job_result_8_40.txt,45,Category Manager - Chemicals and Catalysts,Category Manager Chemicals and Catalysts,Operations,Nayara Energy,Not specified,Not specified,Not specified,Bachelor's,Chemical Engineering,Post-graduation in Management (additional advantage),Communication Skills,Communicate effectively with stakeholders for procurement of chemicals and catalysts.,"Given a stakeholder, the candidate will be able to communicate effectively with them.",0.7,Communication Skills,Root,0.0,Implied,0,"Role: Category Manager Chemicals and Catalysts; Skills: Communication Skills; Learning Objectives: Given a stakeholder, the candidate will be able to communicate effectively with them","[-0.01146693 -0.00250881 -0.00173558 ... -0.00185946 -0.01644558
 -0.00943731]",4,Marketing and Sales,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
46,46,46,Companies In India,job_result_2_40.txt,46,Territory Sales Manager- BD,Territory Sales Manager,Sales & Marketing,Nayara Energy,50000,80000,"Bonuses, stock options, and benefits",Bachelor's,Marketing Management,Relevant certifications in sales and marketing,Leadership,Lead and motivate teams,Develop leadership skills and strategies,0.8,General management / Strategic,child,1.0,Nice_to_Have,1,Role: Territory Sales Manager; Skills: Leadership; Learning Objectives: Develop leadership skills and strategies,"[-0.02077869 -0.01483413  0.01799221 ... -0.00022743 -0.00874739
 -0.01630261]",5,Business Development,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
47,47,47,Companies In India,job_result_10_80.txt,47,Analyst BD,Analyst BD,Business Research,Nayara Energy,60000,80000,Stock options and bonuses,Bachelor's,Business Administration,MBA or equivalent,Time Management,Manage time efficiently,Prioritize tasks effectively,0.5,Soft Skills,Soft Skills > Time Management,0.0,Implied,1,Role: Analyst BD; Skills: Time Management; Learning Objectives: Prioritize tasks effectively,"[-0.02286584 -0.00699644  0.02023291 ... -0.01170115 -0.01458536
  0.00662784]",0,Business Analytics,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
48,48,48,Companies In India,job_result_3_70.txt,48,Analyst BD,Analyst BD,Business Research,Nayara Energy,50000,80000,Bonuses and stock options,Bachelor's,Business Administration,MBA or equivalent,Long Term Strategy,Support the development of long term strategies,Develop long term strategies for business growth,0.8,Business Acumen,Business Development > Long Term Strategy,1.0,Nice_to_Have,1,Role: Analyst BD; Skills: Long Term Strategy; Learning Objectives: Develop long term strategies for business growth,"[-0.02009707 -0.00686277  0.02036303 ... -0.00864949 -0.0147372
  0.00529958]",0,Business Analytics,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
49,49,49,Companies In India,job_result_3_50.txt,49,Territory Sales Manager- BD,Territory Sales Manager,Sales & Marketing,Nayara Energy,Not mentioned,Not mentioned,Not mentioned,Graduate Engineer or Postgraduate in Marketing Management,Marketing Management,Not mentioned,Negotiation Skills,Negotiate effectively with stakeholders,Develop negotiation strategies,0.6,Interpersonal Skills,Child,0.0,Nice_to_Have,1,Role: Territory Sales Manager; Skills: Negotiation Skills; Learning Objectives: Develop negotiation strategies,"[-0.01977909 -0.01493984  0.01796142 ... -0.00136901 -0.00922395
 -0.01594959]",5,Business Development,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
50,50,50,Companies In India,job_result_1_70.txt,50,Senior Manager - Hydrocarbon Control (Export),Senior Manager Hydrocarbon Control (Export),Operations,Nayara Energy,Not specified,Not specified,Not specified,CA / M.Com,Not specified,Not specified,Time Management,Manage time effectively to meet deadlines.,"Given tasks, manage time effectively to meet deadlines.",0.6,Productivity,Root > Productivity > Time Management,0.0,Implied,0,"Role: Senior Manager Hydrocarbon Control (Export); Skills: Time Management; Learning Objectives: Given tasks, manage time effectively to meet deadlines","[-0.02349693 -0.02213407  0.00312591 ...  0.01337997 -0.00616955
 -0.00273518]",8,Corporate Strategy,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
51,51,51,Companies In India,job_result_5_70.txt,51,Lead  HO Procurement,Procurement Manager,Operations,Nayara Energy,Not specified,Not specified,Not specified,MBA (Finance),Procurement function or Finance function,Not specified,Change Management,Implement change and improvements in procurement processes.,The learner will be able to manage change effectively.,0.6,Leadership Skills,Child,1.0,Nice_to_Have,1,Role: Procurement Manager; Skills: Change Management; Learning Objectives: The learner will be able to manage change effectively,"[-0.01622693 -0.01614166  0.01146814 ... -0.00541121  0.00614968
 -0.00420948]",10,Operational Excellence,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
52,52,52,Companies In India,job_result_9_90.txt,52,Territory Sales Manager - Operations (Evergreen Posting),Territory Sales Manager Operations,Sales & Marketing,Nayara Energy,Not specified,Not specified,"Bonuses, stock options, benefits",Graduate Engineer or Postgraduate in Marketing Management,Not specified,Not specified,Sales Planning,Developing and implementing sales plans to achieve targets.,"Given a sales target, create a sales plan to achieve it.",0.9,Sales Skills,Root -> Sales Skills -> Sales Planning,0.0,Must_Have,0,"Role: Territory Sales Manager Operations; Skills: Sales Planning; Learning Objectives: Given a sales target, create a sales plan to achieve it","[-0.02034274 -0.01736869  0.01501594 ...  0.00524317 -0.00686458
 -0.01404286]",5,Business Development,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,44,0.07471661688491472
